event_id,data,miasto,latitude,longitude,gatunek,typ_obiektu,pojemnosc,bilety_sprzedane,cena_biletu_pln,przychod_pln
50613,2024-01-29,Katowice,50.2649,19.0238,hip-hop,klub,614,236,110.0,25960
50614,2024-06-13,Gdańsk,54.352,18.6466,pop,klub,1318,957,130.0,124410
50615,2025-02-25,Łódź,51.7592,19.456,hip-hop,amfiteatr,7404,6557,230.0,1508110
50616,2024-12-04,Lublin,51.2465,22.5684,classical,klub,1091,646,50.0,32300
50617,2025-10-09,Wrocław,51.1079,17.0385,pop,klub,1247,962,160.0,153920
50618,2025-05-10,Kraków,50.0647,19.945,metal,klub,862,523,100.0,52300
50619,2024-12-30,Łódź,51.7592,19.456,rock,amfiteatr,7469,6514,140.0,911960
50620,2024-12-07,Katowice,50.2649,19.0238,folk,teatr,1473,897,130.0,116610
50621,2025-05-14,Katowice,50.2649,19.0238,pop,festiwal,25386,13983,390.0,5453370
50622,2025-10-18,Katowice,50.2649,19.0238,reggae,teatr,670,501,140.0,70140
50623,2025-05-25,Wrocław,51.1079,17.0385,classical,klub,761,522,60.0,31320
50624,2024-11-22,Katowice,50.2649,19.0238,pop,arena,9947,6959,270.0,1878930
50625,2024-08-04,Warszawa,52.2297,21.0122,pop,klub,446,310,140.0,43400
50626,2024-10-27,Poznań,52.4064,16.9252,reggae,klub,586,393,80.0,31440
50627,2024-05-11,Warszawa,52.2297,21.0122,metal,arena,7797,7690,210.0,1614900
50628,2024-03-10,Kraków,50.0647,19.945,pop,amfiteatr,6568,3502,140.0,490280
50629,2024-09-08,Wrocław,51.1079,17.0385,folk,klub,1183,1008,70.0,70560
50630,2025-02-18,Wrocław,51.1079,17.0385,hip-hop,klub,551,294,140.0,41160
50631,2025-03-20,Łódź,51.7592,19.456,metal,klub,1479,480,90.0,43200
50632,2024-06-30,Wrocław,51.1079,17.0385,folk,klub,1445,1007,70.0,70490
50633,2024-06-15,Poznań,52.4064,16.9252,metal,amfiteatr,3407,2254,120.0,270480
50634,2024-03-31,Kraków,50.0647,19.945,folk,arena,9924,7104,110.0,781440
50635,2025-12-14,Wrocław,51.1079,17.0385,classical,arena,12216,5116,200.0,1023200
50636,2025-06-14,Kraków,50.0647,19.945,folk,teatr,945,623,100.0,62300
50637,2024-02-08,Warszawa,52.2297,21.0122,jazz,klub,278,251,90.0,22590
50638,2024-05-05,Gdańsk,54.352,18.6466,folk,arena,13573,11741,130.0,1526330
50639,2025-03-26,Łódź,51.7592,19.456,rock,arena,12080,10346,270.0,2793420
50640,2024-06-21,Gdańsk,54.352,18.6466,rock,stadion,68476,58654,370.0,21701980
50641,2025-10-14,Poznań,52.4064,16.9252,indie,amfiteatr,2605,2482,110.0,273020
50642,2024-08-07,Wrocław,51.1079,17.0385,jazz,teatr,901,800,110.0,88000
50643,2025-09-29,Lublin,51.2465,22.5684,jazz,klub,964,874,120.0,104880
50644,2024-02-27,Poznań,52.4064,16.9252,hip-hop,teatr,1320,1103,240.0,264720
50645,2025-10-21,Poznań,52.4064,16.9252,jazz,klub,749,398,90.0,35820
50646,2025-04-20,Warszawa,52.2297,21.0122,hip-hop,klub,213,124,160.0,19840
50647,2025-03-31,Wrocław,51.1079,17.0385,indie,klub,591,550,70.0,38500
50648,2024-12-26,Wrocław,51.1079,17.0385,indie,klub,509,335,50.0,16750
50649,2024-01-01,Wrocław,51.1079,17.0385,classical,arena,14831,7565,180.0,1361700
50650,2025-01-21,Gdańsk,54.352,18.6466,rock,festiwal,21357,12268,240.0,2944320
50651,2024-12-13,Poznań,52.4064,16.9252,folk,amfiteatr,5935,4232,80.0,338560
50652,2024-07-08,Gdańsk,54.352,18.6466,folk,arena,5644,4585,100.0,458500
50653,2025-05-19,Katowice,50.2649,19.0238,reggae,arena,4045,3440,160.0,550400
50654,2024-07-09,Katowice,50.2649,19.0238,reggae,klub,490,360,70.0,25200
50655,2025-05-22,Łódź,51.7592,19.456,electronic,klub,505,419,100.0,41900
50656,2025-01-03,Szczecin,53.4285,14.5528,metal,stadion,39065,23973,290.0,6952170
50657,2025-02-12,Warszawa,52.2297,21.0122,classical,arena,6199,4447,190.0,844930
50658,2024-04-26,Kraków,50.0647,19.945,electronic,teatr,1024,471,210.0,98910
50659,2024-05-13,Warszawa,52.2297,21.0122,electronic,klub,1138,625,140.0,87500
50660,2024-02-27,Gdańsk,54.352,18.6466,pop,klub,1496,1107,170.0,188190
50661,2025-07-09,Białystok,53.1325,23.1688,pop,arena,11633,8267,300.0,2480100
50662,2025-11-15,Kraków,50.0647,19.945,electronic,klub,702,359,100.0,35900
50663,2025-11-02,Białystok,53.1325,23.1688,jazz,klub,329,246,120.0,29520
50664,2024-06-21,Warszawa,52.2297,21.0122,metal,teatr,1555,1328,170.0,225760
50665,2024-05-28,Białystok,53.1325,23.1688,classical,klub,796,675,60.0,40500
50666,2024-03-20,Wrocław,51.1079,17.0385,electronic,festiwal,16054,13921,210.0,2923410
50667,2024-07-31,Warszawa,52.2297,21.0122,folk,klub,1061,952,80.0,76160
50668,2024-07-21,Poznań,52.4064,16.9252,metal,klub,792,622,70.0,43540
50669,2024-08-16,Kraków,50.0647,19.945,pop,klub,1198,1018,110.0,111980
50670,2025-11-06,Kraków,50.0647,19.945,folk,teatr,724,456,130.0,59280
50671,2024-08-14,Kraków,50.0647,19.945,pop,klub,1292,891,190.0,169290
50672,2025-10-20,Katowice,50.2649,19.0238,pop,teatr,847,626,270.0,169020
50673,2025-06-15,Poznań,52.4064,16.9252,metal,klub,1018,872,80.0,69760
50674,2025-03-16,Kraków,50.0647,19.945,pop,teatr,1588,1529,180.0,275220
50675,2025-02-05,Gdańsk,54.352,18.6466,indie,klub,908,560,80.0,44800
50676,2024-02-16,Łódź,51.7592,19.456,rock,festiwal,76985,72253,160.0,11560480
50677,2024-08-20,Kraków,50.0647,19.945,indie,stadion,44426,17495,200.0,3499000
50678,2024-10-31,Wrocław,51.1079,17.0385,rock,amfiteatr,4159,3652,130.0,474760
50679,2025-06-09,Warszawa,52.2297,21.0122,reggae,klub,1031,821,100.0,82100
50680,2024-05-22,Warszawa,52.2297,21.0122,reggae,klub,873,651,80.0,52080
50681,2025-02-18,Łódź,51.7592,19.456,pop,klub,356,199,120.0,23880
50682,2025-05-27,Warszawa,52.2297,21.0122,classical,teatr,1845,993,170.0,168810
50683,2025-01-07,Poznań,52.4064,16.9252,classical,arena,13490,12474,130.0,1621620
50684,2025-07-19,Łódź,51.7592,19.456,rock,teatr,1277,1163,160.0,186080
50685,2024-09-15,Warszawa,52.2297,21.0122,folk,klub,729,473,80.0,37840
50686,2025-10-17,Gdańsk,54.352,18.6466,metal,klub,526,393,90.0,35370
50687,2025-04-15,Kraków,50.0647,19.945,pop,klub,1160,688,140.0,96320
50688,2024-01-12,Szczecin,53.4285,14.5528,metal,amfiteatr,6490,4228,130.0,549640
50689,2024-11-25,Poznań,52.4064,16.9252,indie,festiwal,10215,5049,120.0,605880
50690,2024-12-23,Katowice,50.2649,19.0238,classical,amfiteatr,4831,1218,80.0,97440
50691,2025-02-11,Poznań,52.4064,16.9252,jazz,klub,324,194,110.0,21340
50692,2025-10-29,Warszawa,52.2297,21.0122,indie,festiwal,78689,48575,170.0,8257750
50693,2025-01-07,Gdańsk,54.352,18.6466,indie,festiwal,33834,28719,130.0,3733470
50694,2024-01-08,Szczecin,53.4285,14.5528,rock,klub,258,234,100.0,23400
50695,2024-05-01,Gdańsk,54.352,18.6466,hip-hop,teatr,1967,1747,290.0,506630
50696,2024-12-13,Katowice,50.2649,19.0238,indie,amfiteatr,3708,2586,140.0,362040
50697,2025-11-06,Lublin,51.2465,22.5684,pop,amfiteatr,3831,2290,210.0,480900
50698,2024-03-30,Kraków,50.0647,19.945,electronic,teatr,505,371,240.0,89040
50699,2025-10-09,Kraków,50.0647,19.945,electronic,klub,1328,1130,140.0,158200
50700,2025-11-28,Gdańsk,54.352,18.6466,pop,klub,427,337,130.0,43810
50701,2024-11-11,Wrocław,51.1079,17.0385,hip-hop,amfiteatr,5153,3545,130.0,460850
50702,2024-06-26,Lublin,51.2465,22.5684,hip-hop,klub,517,465,100.0,46500
50703,2025-06-23,Białystok,53.1325,23.1688,rock,teatr,1887,1139,230.0,261970
50704,2024-02-10,Wrocław,51.1079,17.0385,classical,teatr,1201,1049,160.0,167840
50705,2025-12-04,Kraków,50.0647,19.945,metal,festiwal,14567,5343,240.0,1282320
50706,2025-05-16,Katowice,50.2649,19.0238,hip-hop,amfiteatr,2579,646,140.0,90440
50707,2024-05-24,Kraków,50.0647,19.945,jazz,klub,824,586,100.0,58600
50708,2024-07-19,Katowice,50.2649,19.0238,rock,klub,212,177,130.0,23010
50709,2025-12-24,Wrocław,51.1079,17.0385,reggae,klub,1241,1151,100.0,115100
50710,2025-04-05,Łódź,51.7592,19.456,folk,arena,5741,2878,80.0,230240
50711,2025-07-11,Warszawa,52.2297,21.0122,reggae,klub,1172,760,90.0,68400
50712,2025-06-30,Gdańsk,54.352,18.6466,rock,klub,312,236,70.0,16520
50713,2024-09-09,Poznań,52.4064,16.9252,indie,teatr,628,385,140.0,53900
50714,2025-01-24,Gdańsk,54.352,18.6466,metal,amfiteatr,1670,1499,160.0,239840
50715,2025-08-16,Warszawa,52.2297,21.0122,folk,klub,494,377,50.0,18850
50716,2024-09-12,Łódź,51.7592,19.456,reggae,klub,388,201,100.0,20100
50717,2025-12-09,Lublin,51.2465,22.5684,folk,amfiteatr,1925,1816,70.0,127120
50718,2025-03-25,Kraków,50.0647,19.945,jazz,klub,1176,1072,120.0,128640
50719,2024-01-10,Warszawa,52.2297,21.0122,jazz,klub,1302,622,80.0,49760
50720,2024-08-29,Warszawa,52.2297,21.0122,jazz,klub,857,696,110.0,76560
50721,2024-09-07,Gdańsk,54.352,18.6466,rock,stadion,53686,39689,360.0,14288040
50722,2024-01-05,Gdańsk,54.352,18.6466,metal,klub,1405,1159,90.0,104310
50723,2024-04-28,Poznań,52.4064,16.9252,rock,amfiteatr,1998,1438,160.0,230080
50724,2025-01-08,Kraków,50.0647,19.945,electronic,arena,5809,5525,210.0,1160250
50725,2024-03-05,Wrocław,51.1079,17.0385,indie,arena,7961,5214,110.0,573540
50726,2024-05-25,Gdańsk,54.352,18.6466,indie,klub,1025,886,80.0,70880
50727,2024-08-11,Poznań,52.4064,16.9252,jazz,arena,6779,4600,210.0,966000
50728,2024-08-26,Szczecin,53.4285,14.5528,electronic,festiwal,52818,38811,320.0,12419520
50729,2024-06-25,Warszawa,52.2297,21.0122,hip-hop,teatr,470,397,280.0,111160
50730,2024-10-08,Łódź,51.7592,19.456,hip-hop,teatr,647,492,230.0,113160
50731,2024-03-03,Wrocław,51.1079,17.0385,jazz,stadion,20145,14663,280.0,4105640
50732,2024-08-04,Wrocław,51.1079,17.0385,reggae,amfiteatr,7237,4120,140.0,576800
50733,2025-11-19,Łódź,51.7592,19.456,rock,teatr,1719,1497,190.0,284430
50734,2025-04-05,Łódź,51.7592,19.456,jazz,teatr,981,691,120.0,82920
50735,2025-09-01,Szczecin,53.4285,14.5528,classical,klub,669,405,80.0,32400
50736,2024-04-14,Warszawa,52.2297,21.0122,folk,klub,392,122,80.0,9760
50737,2024-04-08,Warszawa,52.2297,21.0122,indie,klub,1291,1079,80.0,86320
50738,2025-05-25,Łódź,51.7592,19.456,hip-hop,festiwal,49405,37543,330.0,12389190
50739,2025-01-19,Gdańsk,54.352,18.6466,pop,arena,11243,7181,220.0,1579820
50740,2025-02-08,Kraków,50.0647,19.945,hip-hop,arena,5410,3282,320.0,1050240
50741,2025-06-01,Warszawa,52.2297,21.0122,indie,amfiteatr,3320,2389,100.0,238900
50742,2025-04-20,Warszawa,52.2297,21.0122,folk,amfiteatr,4464,2981,100.0,298100
50743,2025-12-09,Białystok,53.1325,23.1688,indie,amfiteatr,4021,2874,70.0,201180
50744,2025-10-06,Kraków,50.0647,19.945,pop,klub,720,665,110.0,73150
50745,2025-03-12,Kraków,50.0647,19.945,jazz,festiwal,72894,53400,240.0,12816000
50746,2024-01-23,Kraków,50.0647,19.945,electronic,klub,890,452,150.0,67800
50747,2025-07-18,Wrocław,51.1079,17.0385,pop,klub,1421,900,130.0,117000
50748,2025-11-07,Warszawa,52.2297,21.0122,indie,klub,1351,1268,50.0,63400
50749,2025-12-14,Poznań,52.4064,16.9252,indie,klub,731,604,70.0,42280
50750,2025-04-02,Warszawa,52.2297,21.0122,classical,arena,9103,5946,100.0,594600
50751,2024-03-23,Katowice,50.2649,19.0238,classical,teatr,1834,781,110.0,85910
50752,2024-05-24,Kraków,50.0647,19.945,metal,klub,1039,754,120.0,90480
50753,2024-03-25,Poznań,52.4064,16.9252,classical,teatr,1488,1204,180.0,216720
50754,2024-03-18,Lublin,51.2465,22.5684,rock,arena,3240,2750,150.0,412500
50755,2025-04-01,Gdańsk,54.352,18.6466,electronic,klub,735,655,120.0,78600
50756,2024-01-01,Poznań,52.4064,16.9252,folk,arena,12599,10769,100.0,1076900
50757,2024-02-20,Kraków,50.0647,19.945,pop,klub,282,221,110.0,24310
50758,2025-11-15,Wrocław,51.1079,17.0385,indie,stadion,57845,29136,150.0,4370400
50759,2025-12-17,Łódź,51.7592,19.456,metal,arena,6768,4016,200.0,803200
50760,2025-03-21,Szczecin,53.4285,14.5528,metal,klub,1150,810,70.0,56700
50761,2025-03-24,Łódź,51.7592,19.456,folk,klub,810,433,60.0,25980
50762,2025-05-02,Gdańsk,54.352,18.6466,electronic,arena,9429,6967,170.0,1184390
50763,2024-02-03,Łódź,51.7592,19.456,pop,amfiteatr,6584,6076,180.0,1093680
50764,2024-12-13,Poznań,52.4064,16.9252,hip-hop,klub,658,338,110.0,37180
50765,2024-04-04,Warszawa,52.2297,21.0122,classical,teatr,1635,1532,170.0,260440
50766,2024-03-12,Gdańsk,54.352,18.6466,jazz,festiwal,28557,17933,230.0,4124590
50767,2025-07-04,Szczecin,53.4285,14.5528,metal,amfiteatr,4984,2890,180.0,520200
50768,2024-06-02,Warszawa,52.2297,21.0122,classical,teatr,1922,1724,130.0,224120
50769,2024-09-06,Łódź,51.7592,19.456,classical,stadion,26568,24666,180.0,4439880
50770,2025-11-04,Kraków,50.0647,19.945,rock,festiwal,16080,14540,220.0,3198800
50771,2025-03-13,Poznań,52.4064,16.9252,electronic,amfiteatr,7162,5913,110.0,650430
50772,2024-04-27,Warszawa,52.2297,21.0122,jazz,klub,1381,780,110.0,85800
50773,2024-11-01,Poznań,52.4064,16.9252,hip-hop,klub,311,125,120.0,15000
50774,2024-09-24,Katowice,50.2649,19.0238,indie,klub,601,578,60.0,34680
50775,2024-02-23,Wrocław,51.1079,17.0385,rock,teatr,521,324,200.0,64800
50776,2024-08-23,Łódź,51.7592,19.456,classical,teatr,672,437,130.0,56810
50777,2025-01-23,Katowice,50.2649,19.0238,classical,klub,597,507,110.0,55770
50778,2025-02-04,Białystok,53.1325,23.1688,reggae,stadion,47094,32504,190.0,6175760
50779,2025-09-15,Kraków,50.0647,19.945,jazz,arena,4230,2596,190.0,493240
50780,2024-10-29,Wrocław,51.1079,17.0385,jazz,klub,1333,477,80.0,38160
50781,2024-07-25,Warszawa,52.2297,21.0122,reggae,amfiteatr,2801,2159,150.0,323850
50782,2024-08-16,Szczecin,53.4285,14.5528,jazz,klub,768,500,90.0,45000
50783,2025-07-31,Białystok,53.1325,23.1688,classical,klub,1337,1085,90.0,97650
50784,2024-03-15,Poznań,52.4064,16.9252,metal,stadion,38300,30459,200.0,6091800
50785,2025-03-10,Lublin,51.2465,22.5684,pop,teatr,1296,904,290.0,262160
50786,2024-04-12,Poznań,52.4064,16.9252,classical,klub,1019,731,70.0,51170
50787,2025-02-25,Gdańsk,54.352,18.6466,rock,festiwal,70892,63919,230.0,14701370
50788,2025-12-04,Warszawa,52.2297,21.0122,electronic,arena,5757,4470,270.0,1206900
50789,2024-11-01,Katowice,50.2649,19.0238,reggae,klub,520,332,110.0,36520
50790,2024-04-07,Warszawa,52.2297,21.0122,hip-hop,klub,378,300,130.0,39000
50791,2024-11-30,Katowice,50.2649,19.0238,indie,stadion,61856,50587,230.0,11635010
50792,2025-03-10,Katowice,50.2649,19.0238,hip-hop,klub,418,332,90.0,29880
50793,2025-03-22,Łódź,51.7592,19.456,classical,amfiteatr,7568,3914,140.0,547960
50794,2024-11-03,Warszawa,52.2297,21.0122,rock,teatr,1951,1385,210.0,290850
50795,2024-09-05,Kraków,50.0647,19.945,classical,amfiteatr,1991,1644,110.0,180840
50796,2024-06-14,Kraków,50.0647,19.945,electronic,klub,260,91,150.0,13650
50797,2025-04-25,Wrocław,51.1079,17.0385,metal,amfiteatr,2577,446,180.0,80280
50798,2024-11-30,Warszawa,52.2297,21.0122,indie,arena,9681,4629,120.0,555480
50799,2025-06-25,Szczecin,53.4285,14.5528,electronic,klub,1047,511,140.0,71540
50800,2024-04-15,Gdańsk,54.352,18.6466,reggae,klub,1187,1052,60.0,63120
50801,2025-07-16,Kraków,50.0647,19.945,reggae,klub,264,212,100.0,21200
50802,2024-03-21,Wrocław,51.1079,17.0385,classical,festiwal,59737,28394,190.0,5394860
50803,2024-05-12,Wrocław,51.1079,17.0385,rock,arena,8823,3572,150.0,535800
50804,2024-05-17,Gdańsk,54.352,18.6466,electronic,klub,370,320,130.0,41600
50805,2024-07-02,Poznań,52.4064,16.9252,folk,festiwal,42016,24913,150.0,3736950
50806,2025-02-04,Białystok,53.1325,23.1688,rock,klub,734,303,120.0,36360
50807,2024-11-25,Poznań,52.4064,16.9252,metal,stadion,39846,19193,230.0,4414390
50808,2025-05-22,Szczecin,53.4285,14.5528,reggae,klub,892,673,70.0,47110
50809,2024-03-09,Lublin,51.2465,22.5684,classical,teatr,1750,1148,160.0,183680
50810,2025-06-29,Kraków,50.0647,19.945,jazz,teatr,507,380,140.0,53200
50811,2024-02-22,Białystok,53.1325,23.1688,reggae,arena,8966,7718,140.0,1080520
50812,2025-03-25,Warszawa,52.2297,21.0122,indie,klub,1385,989,80.0,79120
50813,2024-07-23,Katowice,50.2649,19.0238,pop,klub,1013,917,110.0,100870
50814,2024-05-05,Wrocław,51.1079,17.0385,jazz,teatr,1404,715,170.0,121550
50815,2024-02-12,Lublin,51.2465,22.5684,classical,klub,651,370,90.0,33300
50816,2024-04-20,Lublin,51.2465,22.5684,folk,klub,1429,1181,70.0,82670
50817,2025-10-24,Katowice,50.2649,19.0238,jazz,klub,789,487,90.0,43830
50818,2024-07-01,Katowice,50.2649,19.0238,indie,arena,11518,9506,130.0,1235780
50819,2024-04-04,Kraków,50.0647,19.945,rock,arena,7703,5210,180.0,937800
50820,2025-01-08,Warszawa,52.2297,21.0122,folk,teatr,1058,1019,140.0,142660
50821,2025-06-03,Wrocław,51.1079,17.0385,reggae,klub,201,154,60.0,9240
50822,2024-12-25,Warszawa,52.2297,21.0122,folk,klub,1233,1021,90.0,91890
50823,2025-11-26,Łódź,51.7592,19.456,electronic,teatr,833,665,220.0,146300
50824,2024-10-07,Wrocław,51.1079,17.0385,indie,teatr,524,433,160.0,69280
50825,2024-07-13,Szczecin,53.4285,14.5528,jazz,klub,1304,989,90.0,89010
50826,2024-07-13,Gdańsk,54.352,18.6466,electronic,arena,13891,10530,190.0,2000700
50827,2025-10-28,Katowice,50.2649,19.0238,folk,klub,1373,726,80.0,58080
50828,2024-04-02,Warszawa,52.2297,21.0122,electronic,amfiteatr,4420,2735,120.0,328200
50829,2025-11-02,Lublin,51.2465,22.5684,hip-hop,klub,328,159,100.0,15900
50830,2024-03-01,Białystok,53.1325,23.1688,indie,amfiteatr,1937,977,90.0,87930
50831,2025-09-25,Poznań,52.4064,16.9252,metal,festiwal,45897,42400,290.0,12296000
50832,2024-02-20,Gdańsk,54.352,18.6466,rock,arena,12413,8259,220.0,1816980
50833,2025-02-06,Katowice,50.2649,19.0238,folk,klub,410,384,70.0,26880
50834,2024-01-05,Warszawa,52.2297,21.0122,indie,arena,11081,7637,160.0,1221920
50835,2025-04-10,Poznań,52.4064,16.9252,metal,arena,3901,1925,180.0,346500
50836,2025-08-26,Wrocław,51.1079,17.0385,metal,klub,244,142,120.0,17040
50837,2025-11-12,Warszawa,52.2297,21.0122,classical,festiwal,65830,51124,160.0,8179840
50838,2025-06-17,Wrocław,51.1079,17.0385,electronic,amfiteatr,7029,3157,200.0,631400
50839,2025-02-08,Warszawa,52.2297,21.0122,metal,stadion,49062,35277,220.0,7760940
50840,2025-05-27,Warszawa,52.2297,21.0122,hip-hop,teatr,1467,875,190.0,166250
50841,2025-10-06,Warszawa,52.2297,21.0122,indie,klub,226,109,70.0,7630
50842,2024-08-20,Szczecin,53.4285,14.5528,pop,arena,9937,7615,260.0,1979900
50843,2025-06-07,Poznań,52.4064,16.9252,pop,klub,1320,639,160.0,102240
50844,2024-12-11,Szczecin,53.4285,14.5528,folk,festiwal,49886,37082,130.0,4820660
50845,2024-02-15,Wrocław,51.1079,17.0385,reggae,amfiteatr,2047,1375,90.0,123750
50846,2025-06-29,Kraków,50.0647,19.945,electronic,festiwal,35279,21514,250.0,5378500
50847,2024-03-18,Poznań,52.4064,16.9252,reggae,klub,1442,1127,80.0,90160
50848,2025-12-30,Wrocław,51.1079,17.0385,metal,klub,384,355,80.0,28400
50849,2024-03-13,Warszawa,52.2297,21.0122,indie,stadion,55908,34780,200.0,6956000
50850,2024-09-05,Gdańsk,54.352,18.6466,folk,arena,10996,5502,110.0,605220
50851,2024-02-16,Kraków,50.0647,19.945,jazz,teatr,1553,1210,150.0,181500
50852,2024-04-30,Gdańsk,54.352,18.6466,metal,teatr,1990,657,150.0,98550
50853,2024-08-01,Gdańsk,54.352,18.6466,electronic,festiwal,50544,44059,320.0,14098880
50854,2024-08-26,Warszawa,52.2297,21.0122,pop,klub,1047,436,160.0,69760
50855,2024-02-25,Warszawa,52.2297,21.0122,classical,klub,798,578,70.0,40460
50856,2024-12-15,Katowice,50.2649,19.0238,indie,klub,1005,870,80.0,69600
50857,2024-04-16,Poznań,52.4064,16.9252,rock,klub,1377,1313,140.0,183820
50858,2024-02-17,Warszawa,52.2297,21.0122,reggae,arena,14810,10178,140.0,1424920
50859,2025-07-26,Szczecin,53.4285,14.5528,folk,festiwal,69470,54545,170.0,9272650
50860,2024-12-02,Warszawa,52.2297,21.0122,reggae,festiwal,73656,69690,130.0,9059700
50861,2024-01-26,Łódź,51.7592,19.456,indie,klub,880,588,90.0,52920
50862,2024-09-13,Szczecin,53.4285,14.5528,reggae,klub,782,545,80.0,43600
50863,2024-01-08,Kraków,50.0647,19.945,indie,klub,714,323,60.0,19380
50864,2025-09-16,Warszawa,52.2297,21.0122,reggae,klub,231,163,80.0,13040
50865,2024-09-09,Warszawa,52.2297,21.0122,hip-hop,teatr,686,533,300.0,159900
50866,2025-11-22,Kraków,50.0647,19.945,jazz,klub,793,658,110.0,72380
50867,2025-12-19,Warszawa,52.2297,21.0122,metal,arena,6114,4619,200.0,923800
50868,2024-10-29,Łódź,51.7592,19.456,metal,klub,816,404,80.0,32320
50869,2025-09-30,Warszawa,52.2297,21.0122,electronic,amfiteatr,5144,3741,160.0,598560
50870,2024-02-25,Poznań,52.4064,16.9252,rock,stadion,37587,20742,240.0,4978080
50871,2025-12-26,Szczecin,53.4285,14.5528,rock,klub,717,345,80.0,27600
50872,2025-06-09,Katowice,50.2649,19.0238,electronic,arena,6174,4210,220.0,926200
50873,2025-04-18,Gdańsk,54.352,18.6466,classical,teatr,1433,1180,170.0,200600
50874,2024-01-28,Kraków,50.0647,19.945,metal,amfiteatr,4130,3247,160.0,519520
50875,2024-03-18,Gdańsk,54.352,18.6466,classical,klub,1313,1055,70.0,73850
50876,2024-08-03,Poznań,52.4064,16.9252,indie,amfiteatr,5821,1917,110.0,210870
50877,2025-01-20,Wrocław,51.1079,17.0385,indie,amfiteatr,2169,1515,140.0,212100
50878,2024-12-30,Warszawa,52.2297,21.0122,pop,amfiteatr,7359,4574,240.0,1097760
50879,2025-10-27,Lublin,51.2465,22.5684,reggae,festiwal,65421,54903,200.0,10980600
50880,2025-06-09,Poznań,52.4064,16.9252,rock,festiwal,33760,24840,310.0,7700400
50881,2025-11-29,Kraków,50.0647,19.945,pop,arena,14360,5408,330.0,1784640
50882,2024-11-07,Wrocław,51.1079,17.0385,jazz,teatr,473,331,120.0,39720
50883,2024-01-07,Wrocław,51.1079,17.0385,electronic,arena,7078,6109,200.0,1221800
50884,2024-01-03,Katowice,50.2649,19.0238,electronic,festiwal,15801,10397,330.0,3431010
50885,2025-09-14,Łódź,51.7592,19.456,indie,arena,7151,2725,140.0,381500
50886,2024-12-28,Katowice,50.2649,19.0238,metal,teatr,1119,536,130.0,69680
50887,2025-05-22,Warszawa,52.2297,21.0122,classical,teatr,952,630,130.0,81900
50888,2024-09-30,Wrocław,51.1079,17.0385,rock,klub,231,133,120.0,15960
50889,2025-05-20,Poznań,52.4064,16.9252,pop,teatr,1950,1452,340.0,493680
50890,2024-01-15,Warszawa,52.2297,21.0122,classical,arena,3666,2953,130.0,383890
50891,2024-07-10,Kraków,50.0647,19.945,pop,teatr,683,261,250.0,65250
50892,2025-09-22,Katowice,50.2649,19.0238,reggae,arena,8840,5422,190.0,1030180
50893,2025-04-29,Warszawa,52.2297,21.0122,jazz,klub,386,334,90.0,30060
50894,2024-01-28,Poznań,52.4064,16.9252,jazz,amfiteatr,6093,1224,100.0,122400
50895,2025-12-14,Kraków,50.0647,19.945,classical,klub,329,265,110.0,29150
50896,2024-02-08,Warszawa,52.2297,21.0122,classical,teatr,1038,650,140.0,91000
50897,2024-09-29,Kraków,50.0647,19.945,classical,arena,9257,7969,150.0,1195350
50898,2024-08-18,Szczecin,53.4285,14.5528,pop,arena,10366,6246,300.0,1873800
50899,2024-03-26,Katowice,50.2649,19.0238,reggae,klub,212,171,50.0,8550
50900,2025-04-18,Szczecin,53.4285,14.5528,hip-hop,stadion,35630,32346,440.0,14232240
50901,2024-05-05,Poznań,52.4064,16.9252,classical,klub,1438,987,70.0,69090
50902,2025-06-20,Warszawa,52.2297,21.0122,metal,klub,643,509,100.0,50900
50903,2024-05-24,Poznań,52.4064,16.9252,rock,klub,646,467,90.0,42030
50904,2025-06-08,Poznań,52.4064,16.9252,rock,klub,1185,913,100.0,91300
50905,2024-07-30,Lublin,51.2465,22.5684,pop,amfiteatr,2492,1804,250.0,451000
50906,2024-01-25,Warszawa,52.2297,21.0122,classical,amfiteatr,3621,2282,140.0,319480
50907,2025-08-02,Poznań,52.4064,16.9252,indie,klub,736,498,90.0,44820
50908,2025-01-28,Warszawa,52.2297,21.0122,electronic,teatr,500,327,190.0,62130
50909,2024-03-07,Kraków,50.0647,19.945,hip-hop,klub,375,353,150.0,52950
50910,2024-08-20,Łódź,51.7592,19.456,metal,festiwal,29572,25524,220.0,5615280
50911,2024-04-18,Poznań,52.4064,16.9252,reggae,teatr,1589,1282,170.0,217940
50912,2024-05-25,Wrocław,51.1079,17.0385,indie,amfiteatr,5636,4107,120.0,492840
50913,2024-04-20,Wrocław,51.1079,17.0385,jazz,arena,3343,3005,160.0,480800
50914,2024-08-15,Poznań,52.4064,16.9252,indie,teatr,1847,960,110.0,105600
50915,2024-04-20,Katowice,50.2649,19.0238,pop,klub,565,513,120.0,61560
50916,2025-04-14,Białystok,53.1325,23.1688,hip-hop,amfiteatr,6204,4120,200.0,824000
50917,2024-02-03,Szczecin,53.4285,14.5528,folk,klub,856,690,90.0,62100
50918,2025-09-14,Katowice,50.2649,19.0238,folk,festiwal,14823,9720,110.0,1069200
50919,2025-01-03,Kraków,50.0647,19.945,classical,festiwal,29585,14735,130.0,1915550
50920,2025-08-17,Łódź,51.7592,19.456,classical,festiwal,27272,22528,130.0,2928640
